Guid,Aid,Rid,Level
003d0f30-bac9-41b8-a7cf-57c4eaa226a6,ea7c9f71-1c57-40c7-9b63-7f1d5565036e,f2e110e9-2185-48de-9e01-ac11cdda31c5,1
004236a8-212c-4c1b-ac46-34b8176da3be,4cfa9f6d-94c8-4ec9-a6ad-4531d0dd0c32,a80a71a9-dc86-45f6-827c-36b7092003a8,2
004482ce-3f03-4e3e-8b7f-f6b045525589,4e2bf5a9-e0b3-4b6a-9e6d-f8506f5dbf07,ae7b0fe9-f77a-420e-bd47-f56baec69ed5,1
0045def2-b90d-49a0-9d31-bc53aa730b40,926d27dc-152b-4524-8f2e-819a5fee487b,6c38cc77-7ce2-4f45-8db5-3f91ffc72635,1
004b0890-59bd-4d21-a0c5-728a83dd8046,d514ccf7-a5fe-4694-969d-cb5e4ecced0a,42e76e88-ac70-4d24-bc38-b471f7fdbb02,2
004e3411-45ec-486c-93c3-aa92dd2ef177,c003f110-7d28-4521-8e19-7fd02e281405,a5d827ae-23e7-497a-9df8-13c6fac4be43,1
0054676f-f3ec-4743-8129-afd89bb3486e,573f27fb-2492-4cd1-9db2-64ce804426ac,8292bd94-d523-4aab-826e-0a3d994ca639,2
00563e6e-deff-4db1-9501-0170a852b3fa,99f0338c-79fd-425c-81b0-2e95f133b84e,db1009c2-095c-4f82-bba7-77b7b7865f03,1
00569602-1da7-4e22-b616-d48cc51163a7,c0344663-b1d8-4162-85a6-985514557839,a5d827ae-23e7-497a-9df8-13c6fac4be43,2
0058cb71-6bce-4edc-bdf1-d19ce0d7935b,8ef0a9f0-2dcc-4990-a46e-eb30afb558a5,d34701f4-649d-4739-8cfb-4dd8634a3c26,1
005c25fb-87e7-4eaf-a9c4-0ad718c15c41,3b05ea92-8f41-4d1f-9b9f-1efb27d55b2e,18ef1f90-6f1d-42c0-aaec-25e5da297c87,2
005e42d8-d991-4224-a5fa-86b2760f86e8,d2c83afd-f121-4a46-aa0c-2a65ba1c33ae,cf18d409-9e45-4c5e-98fa-b6f6cb8169ee,3
005e5aad-6a6c-4d9b-b16b-e6e4a5632740,30a37a72-dd45-4b40-984a-b422d12d7317,2dddc513-33dc-4236-888a-c18a77a3742a,1
00606cd7-89ec-480c-b9fa-656447bced4c,a0739855-beb3-46b7-9a2a-f707acf579b1,aecd7fd8-9988-4a8e-a5fb-d3a4f0afb350,2
00643ba3-1a9f-432e-9c6c-89210b516e8e,85d4a924-80ce-4bd4-805a-a5b2e8c72aa5,ae90b3ac-d723-4d0e-a579-947418ec669a,1
0147f62f-a76d-41be-98b7-29e1c53d66f5,75498853-ce1e-47e2-aaae-1e280e2dbf72,1ad83f01-ce17-46ed-afca-f5610f85d737,2
014beadc-8f31-4420-b124-549ed759da01,f8b947b4-4227-48e3-a6b6-8c7372fa3705,2f006fe2-c050-4cfc-9304-cf4dd8af6861,2
014cb533-ef38-4a75-b63d-f0e717daec57,7534457d-0028-4834-8186-daa048075980,6fe2ebfb-7583-46f2-9aaa-e66f20e85b3d,1
014f4dce-15f3-4986-acea-f29aaba547b9,cb9f09f7-a3f2-434c-a152-7e1b282e7369,082b8bb6-50e0-42ed-9cd7-a5c37a29e645,2
01542aa2-b0fb-4710-968f-e401d6335e59,d2dcca62-8e45-4cae-b4c1-a0d5d2776774,b931267c-2df5-40ce-a2c7-ecc513ced32b,2
015a3d18-28e9-4086-a0d8-b8963730561b,3f92edd0-8326-47de-a00f-4856da3e60ea,44a3e6d5-9164-4b4d-96b4-a712d46e2c8b,1
015e3308-fb70-4418-ba16-e0f2507c835b,d4f1ad9e-e3a1-4f5a-b2a6-71af0ffae38f,ff2bf7dc-7bd5-470a-a890-b46b09713c77,2
01628d25-23df-4792-8b82-b52e9693df25,3e54be9c-8b99-47d2-9a7d-c8ff8fd0573b,d49abe3e-755f-4a80-8b1b-bad87588f141,3
01660777-5eeb-4f92-a6ee-5b87dc931b5e,8ab010fc-484f-4494-99a4-af9eaf5fe7f8,fe5abf02-4272-40fd-8b6e-a4e827c7e762,2
01675661-8307-46bb-91b1-1c6b07135994,ba52691c-4a1b-43a5-be42-ca0c574f7af9,07f2949c-54d1-437e-8d59-ed9084be2d2a,2
016ef9d9-d2b7-4e2f-ba0e-fb43c3759521,7456f4b1-5fe4-4444-bc1b-cf73d136a3a7,0d8ef8e9-dab3-40f7-9554-2e527cc180da,2
01722931-c570-410a-9275-f5e7a31f3ed2,f872d372-547f-412d-bf6d-5bb29806ff9f,cda22290-098e-4c07-9fab-ac6254ef0598,1
017e48d1-9eb8-43de-9fb1-86b3d53791f1,65d16f94-3df0-4a22-8833-1960ef7f07d2,1a1b2e19-a70e-4a61-8d92-492543be7e82,2
017e4b40-9470-4e25-ba9d-5724416627e5,4de9981d-7253-4dea-ae7e-a53b39a02db7,dc5d524e-8197-425f-ae4c-8f1ea83b7913,2
01811d65-9bc2-4a69-8ef5-fae4a5d9bba2,c4cb9551-1652-44be-aa78-e35ac3b5449f,c746c74d-a675-4ddf-b085-b19a2c02501a,1
01842c4b-7aa1-4c33-af0a-47cf8545644d,356d66f2-1d82-4b56-8402-63e1dbebe7b9,b54f25d7-f2c1-4529-82f7-097f45396163,3
01849170-4198-4330-a80b-81f12a84fa57,9a99efc7-c6bf-45f3-bedd-57b92e6129bf,42a03c7b-1288-4192-8a2a-f4881976c88a,1
0186938b-752b-4bc9-b29f-0d3a10c155c5,65096798-a313-4a7d-a34a-8394f70355cb,082b8bb6-50e0-42ed-9cd7-a5c37a29e645,1
01899637-748a-42d6-96eb-f4eb10883047,87d56603-7c7e-490d-b489-c49805cd6c08,65d92a5d-175c-484f-9d8c-2f035bebb02d,2
018fe564-3e11-4994-82c6-c2aa98f789ce,6d0a12f1-510a-41db-b9dc-4dff3260c22a,5c5f67d8-f2d8-403b-9e85-4221df93bc0b,1
0192b73c-6667-436c-8c5a-94af638bc6cc,ed2fa6ec-e5a6-4a5f-8b35-4add93998431,4e00281d-682d-404a-bbfe-c3c0100dd2ed,2
01980fbe-74f2-47f7-9db9-95d558787d7f,180a6d8b-9523-4b27-8ac4-3b22614ba4b1,aecd7fd8-9988-4a8e-a5fb-d3a4f0afb350,1
0198b633-e765-4733-b89a-dacf97fd035c,43be976d-43ec-4fd1-ad44-b3e39e3a60cd,4e7b3fe7-a40d-47f3-8614-2b9e046fcb3a,2
01a2d631-491c-4f40-ae69-f1ce84b165cf,d5e3ee9a-dfb6-4544-b517-5cdd6b1ce30f,ad71ccb1-7d2a-4c81-9814-e8fd122dac8d,1
01a3c58e-de34-4fb2-90d5-fc5b07898589,14ecb47e-58f2-4654-9bc9-fc138db23b0b,a5d827ae-23e7-497a-9df8-13c6fac4be43,2
01a6917c-e7e8-4efa-b04c-932d718a49e0,ccc84e70-c3df-4e3b-945c-4eb104c991eb,dbe9178e-854a-41a1-95e0-ac539c1b890d,2
01a777a8-189f-4058-a1cb-2dd920cd1dbc,1c361f21-36d4-4d19-b6f6-3ec887c88818,ab2acd44-9b2f-4d70-ae3c-ba6b24b74472,1
01a81137-5316-4991-ba5e-ce3c53295c1e,0e571341-7aad-40fc-848b-96f71b843f19,caf9831b-a89f-4066-b96d-84491982df4a,2
01afe4fe-c6fa-45fb-8241-a511ac875601,b21ea9a6-91bd-4b0f-bdf4-ccd17d69d47e,c305f17b-f910-4b45-bc3d-19c6aa5d7c75,2
01b319d2-5198-402c-9490-5df87c2a03cb,df101369-5d29-4f07-b5bc-91dec21c51c7,cf18d409-9e45-4c5e-98fa-b6f6cb8169ee,1
01b6a70f-1423-4176-8a24-cae11a53c80a,f7f05a45-ea94-4390-9bbd-86d6b5f61d4e,08bb580d-c766-4dc3-9fe9-ac9ce2943bbf,2
01bee627-f5c2-4ccc-84d8-55c5386ab1e9,d6fc67ff-a056-4973-9bd8-980d2752b84d,2eeacc24-ddb6-44cd-8803-e065db34bdec,2
01c06024-38f3-4509-aa1d-f79b450db163,fa1cff90-ff75-4a87-8090-ef837cbe4f02,f575a5d9-ee3f-4a11-83bc-404fa4b6a356,4
01c3025e-a3c4-4c40-b376-fd84ef488263,c2e2692f-c87f-4c96-8284-a074840e794a,1fc45348-bd9e-4bf5-9895-340a9ba002f3,1
01c3eeae-034a-4c39-9ae2-4ade467ad329,43ab7495-a25a-4fd0-867c-12f02718624a,0e292e11-2597-4070-b615-6e0ccb2739e1,2
01c64217-2089-4d71-9590-2ab6280fef7a,6d26da1d-f959-4987-abd5-1f5dc3f488cf,2eb48023-4d54-4744-9793-d07ed4d966e5,3
0263b54c-1add-4cf9-8e54-efd8812aa214,777b2b5e-6e46-4d79-a6b9-5cf50bc2ac75,eb9e2e1f-f83c-474b-bd90-777fd2e42a97,1
02692b5c-cab4-4bfe-be7c-4e79377a3309,d5bc4a67-7e62-4e8d-941a-b488adac98a3,6865f5ab-6df6-4330-a5af-44953c4ee81d,1
026bafcc-9b01-4363-b47c-a396efd6bb6a,42e1061f-c133-4501-a445-a53223808282,4c3e8137-fab9-4b7b-90ab-2dbca7cd74d5,4
026d067f-3d89-45a5-9376-37f1f5e22426,b6685bb3-4d2b-4d51-9c7b-12fafb6d2f5c,eb9e2e1f-f83c-474b-bd90-777fd2e42a97,1
027477f7-3146-4a5f-9fc1-6c0664b7df56,93a837bf-7887-4f65-8e9e-8c410ae7282d,3c3fd212-88d8-4851-8d8d-ddc8ab344a2d,2
02797311-75d5-484f-b3ca-dd41ccc2d9f0,6d47fd66-5566-43c1-8af6-4a3832782ac6,69aedc5b-7ce5-4b1a-ba84-82784ec43486,4
02822df7-0134-4dca-8518-08ab3f3545da,c171b973-0f65-4e74-a1f2-ce1171fc1803,ad71ccb1-7d2a-4c81-9814-e8fd122dac8d,2
0282f5ba-5279-4619-8f5b-6ea276d34624,08250a7a-2ef7-4f66-83b7-214c8f033cbe,48d6c4ac-7cd3-4fce-8bcb-7f09a540f711,1
0284f39b-b462-4b17-9763-83531d3c4082,d5addd8f-4e6e-4bbe-a3d7-dfbdba01d45e,2725c6de-ce0b-41cd-9e0c-ae4ca63005da,2
0285d774-ffc3-42be-8aef-3170a042a7d1,dc6b6ac5-33e0-4bc3-9644-2c540ad5a06f,48f810f9-53d3-499f-957a-e27bd40da5fc,2
028b6f26-e87c-4d3e-8ae0-8c9d7df38fab,b3b85d5a-d44a-4c80-be41-dae8edc7a6e1,f2e110e9-2185-48de-9e01-ac11cdda31c5,1
028f0c9f-bb5d-4337-84d0-e6a56d7d53b0,2d0d1409-43fd-40b3-8249-b15e9375fc78,ae901ca6-65ef-4530-af2e-15fc2b28aabf,2
028f6fa9-4b83-4368-aff8-a04edaf40b34,9b58d0cf-69a3-47d3-991d-106b534b83ca,26a1c0af-9644-4e29-a955-9839e96b19ed,2
0294b006-0e8d-425d-bd0b-1345d00986e9,9387f8fd-e6f2-44fb-b227-1e571a16de2e,dbe9178e-854a-41a1-95e0-ac539c1b890d,2
0295a380-2e6b-4fac-a17f-8967530e2989,5891c61b-e477-4898-b7cd-e4a1afbe4bba,2f006fe2-c050-4cfc-9304-cf4dd8af6861,3
029a00e0-ad2d-46d6-90ee-de95b3871118,83bdc8e6-bb23-470d-8fdf-e0f44478f6b4,1b7c2e5c-58c0-45f4-b6d7-31a4f3abb098,2
029b5f02-00af-4ed5-b292-6acba9a5aa9e,8b029e24-39a3-43a5-b065-e1549e5f993b,601dcac0-98da-41e6-bdb9-0c239dfec47f,4
029d00ee-00b0-4f48-b4c7-c3598c704a9b,b4450dbf-3a84-41ea-9d3a-7a23dc0652f9,1b7c2e5c-58c0-45f4-b6d7-31a4f3abb098,2
02a0adc7-8012-4060-ba69-71f7c438d4c9,e493c512-31be-408d-8a6d-198a85a4d20a,27f6836a-55ec-4934-aa12-52a69996282c,1
02a4f2a4-018e-4c93-beb4-bc54b2b91a76,a4a03945-fa42-4c8c-9a4d-3d18baac662d,48f810f9-53d3-499f-957a-e27bd40da5fc,1
02a5e9b1-6ff1-4134-832d-b72adb1a0d14,1bfee845-ea67-4946-8c83-474d4c1e2244,6a08290e-b4b3-4291-9bad-5190eb158962,1
02b0422b-7670-4cbb-90ab-100c48f548c1,bbf582b6-4f41-432a-8cf4-46596b15855b,44a3e6d5-9164-4b4d-96b4-a712d46e2c8b,2
02b15c09-7f49-49ed-8232-eab25ba09b3d,a5eb8293-f9ce-4b72-b6b2-6cc36a639364,c42fe676-00dd-47f8-8bc1-05d389ff5735,2
02b367a4-250c-403c-b5bc-023b2098b576,a20104a3-3ac5-4e77-8878-194fd6e7ef60,8292bd94-d523-4aab-826e-0a3d994ca639,2
02be7db0-7c83-40e8-b4a8-5aec62c659bc,47fb8f9c-0f0d-4bd0-b5fa-692efbf56722,aecd7fd8-9988-4a8e-a5fb-d3a4f0afb350,2
02bea918-bc35-4679-befc-0362d926b985,0cdc99c2-6c66-4e86-86c1-10cc78746afb,69c7bca6-459d-4c3f-8363-b77877fe9914,2
02c1deec-980b-4f57-9064-bff81a9f30bf,58fa03db-72f3-4589-828f-222870889932,15200e46-bef3-4c92-96d9-f4b4d5350962,2
02c2819b-09f4-4142-8f46-55c7dd00b454,dca8d546-6e9c-47ad-9e6c-5178ddf667ce,78b57ca7-2f49-4050-a6c2-2306170d4781,2
02c2dd37-9d19-4ec4-8e25-69b6ba87c7cb,a8e8e2df-d327-4bb7-a3a6-c51877a9068f,6977b12d-e7f8-49f6-898e-9889f410ca82,1
02c321fa-5f5c-4dc7-a3d7-d8fb96a9a5c1,24048a88-d696-4d81-a326-d53333c2b410,c10c6415-32f8-4750-a024-617ffd31688f,1
02c522d6-eafa-4426-97b9-92743ecf4adc,c76e1fbe-27e2-4ee6-95fd-ee216f15f6c7,d6310c67-c448-4ea2-a7ea-dfe9805a18a5,2
02ca0ebe-8a47-4ab9-a826-0e460594e63a,6450f0c2-1834-4af5-b34e-b2f3f7524b10,42f8bfb2-b43a-4292-a229-5d52d47cb252,2
02cdfb76-83a7-469a-99d0-4b4f2d312d9b,6484c387-e907-4587-bd83-083da1af3dd5,2dddc513-33dc-4236-888a-c18a77a3742a,1
02ce2cc2-a35d-425d-971d-8ea5fed87178,af03cb8c-7009-421d-95da-ff1a176132e7,8245485e-ca0b-4a3b-a02f-62e51bf82852,1
02cf5900-908a-4d14-b332-4eae9bfb2441,2bf29d55-4b0a-47a8-83aa-5762b82a88ea,b1503e5f-80b7-41dc-9ed7-a6d4018d4786,2
02d4611c-afbe-49ed-bb0e-0cd8aefac08b,9607f4ff-2ec4-4925-b144-27eb23e3b2dc,f159cdf7-3253-4aec-91c7-103cd0a0b62d,3
038a0183-f846-4422-a9f5-79626bb3a1c2,79d821cd-206d-4e10-a399-c7a38a4c32ce,252fb95c-a1e0-4b1a-a1a3-bcd9e1f52b9f,1
038e3c07-3478-43bf-8b16-06dff7671733,49f6f568-8547-4185-a76f-5a7cf053b6bd,da9d0c3d-ca36-4071-9006-a9b0e0e8c565,1
038f9e54-b8dc-4ced-aafb-07cb81cad763,44d6d855-7c99-4979-8014-bd65e97d3ba6,fe5abf02-4272-40fd-8b6e-a4e827c7e762,1
038fd57d-a934-4928-affb-927d90730b79,619fa429-72b3-45c0-9e30-7e1bd57dd09e,4e7b3fe7-a40d-47f3-8614-2b9e046fcb3a,2
0393da08-ad15-440b-87e7-ec85f7831997,f6ae0070-ee40-4851-ab0f-3ac668f370dc,aecd7fd8-9988-4a8e-a5fb-d3a4f0afb350,1
03970cbb-38b1-4f73-bb54-8c5917849230,cfd56911-a107-4596-8b53-6f0a93b44e32,69aedc5b-7ce5-4b1a-ba84-82784ec43486,4
03973acf-61be-4be4-9a35-441704d8ad3d,3a42af43-0ad1-431f-8f70-dff9329f190f,8245485e-ca0b-4a3b-a02f-62e51bf82852,1
039a22dc-fa63-4889-ad4f-2699b324c1bc,0635747e-644d-4528-8af2-c7b8d1c8cce8,3438199a-9a1e-40e7-89c1-c6d269075300,2
039a89c8-9771-427b-8c34-0895fc335cd1,58d2735f-c0f6-4ab6-acdb-4cf1e879e6cf,c10c6415-32f8-4750-a024-617ffd31688f,1
03a1eda8-265c-4330-bb17-d546ac1d4ca3,5c3152c2-b60f-40b8-ae72-a5cbb14bd194,69aedc5b-7ce5-4b1a-ba84-82784ec43486,1
03a4b139-889e-41a5-8567-578cf569e3cb,9bb001a3-de95-4ab3-bf0d-12ef3e51529a,7f5f7122-dde8-4b0d-bae9-4b787582a312,1
03ab6f5a-2956-4b11-a65a-a9779434c20b,998aec52-9468-4b5b-841a-b0017b8bc8b0,2f20659e-2725-43ec-9581-612efe5051e7,2
03b1e4b2-f390-4b61-baa3-f2b10a5794e4,c99df181-0f77-4c01-9e53-06fb6403e3fc,1a1b2e19-a70e-4a61-8d92-492543be7e82,2
03b77e0b-c75b-417a-be1e-582bff074be5,e31e1402-8dfe-4724-9f6e-c3a7ee624f1f,0dac1f2d-157c-4e7d-99f8-3eeff1b10813,1
03b891c9-9dd9-4d49-8d5e-866ab457aeea,3ec58091-2199-4849-8f93-bfb7553d5531,4e00281d-682d-404a-bbfe-c3c0100dd2ed,2
03bb1efd-2e8c-40bf-a41d-42e372e8487f,dd2e5505-5d77-4416-9960-e259cf85ea81,3c3fd212-88d8-4851-8d8d-ddc8ab344a2d,2
03bb2e57-e52c-491c-915f-8b29350c3dbe,b298c694-cc80-4d9c-90bd-7399205b9dde,b1503e5f-80b7-41dc-9ed7-a6d4018d4786,3
03bd0fde-16ec-45ba-a930-976218252a08,1c499723-3caa-492c-a620-e904877e4797,ef796bc7-3064-4f8c-befa-6a55f5b3bf0b,1
03be6a80-45c7-481d-85b8-4d1b404078c5,ba3440be-1012-423d-b9cd-6aa21b765227,bcc15163-029c-42ac-8d9e-6efb57fa5283,1
03be9e02-5324-493f-92c6-5166815e93e1,f7aec6b3-5b3d-49f0-b9a2-b18c3677c9d5,ff2bf7dc-7bd5-470a-a890-b46b09713c77,1
03c93746-8937-4aee-9e79-ee67d1eec7b5,d0679c0b-8228-429e-9185-581e0b7feb92,da9d0c3d-ca36-4071-9006-a9b0e0e8c565,3
03cb14dc-f199-40cc-9b05-4b235e6e0c5a,2bdaf2aa-f71d-4a61-9934-f55b162e546f,87ddd283-c42f-4624-9958-914ea201eade,1
03d78bb7-c3ce-4316-89a9-9e85bb95aad3,bad1060f-65a6-4fe0-9798-1e9eda97465a,fffbe83a-7600-463c-9e28-0a6c44620c0c,1
03d99582-eaaa-4a4c-98e3-ef07c73e4cc5,76608204-dd20-492e-8d04-b02d3338e1e5,2eeacc24-ddb6-44cd-8803-e065db34bdec,2
03dcbff7-5603-4834-93f7-5201dd2c368b,df0b0b24-0b8d-46b7-ad09-6084446039ca,78b57ca7-2f49-4050-a6c2-2306170d4781,1
03df7726-1f72-4aaf-974a-7f9d4996158e,bd470209-20a3-4da8-80d5-0cffb4439312,aecd7fd8-9988-4a8e-a5fb-d3a4f0afb350,2
03dfea92-b09e-4233-8c1c-fee3c1aadf2f,7f13d4af-64f5-4ef7-94bb-058992fa1859,ddfd568c-7bcb-4180-9b75-a4ffd862ee70,2
03e534d6-e4ab-43fe-a382-53d266ff20ac,8579213e-2c3c-4722-93fc-30ab00600e72,1fb43600-f614-4f85-987e-45dd8ac07055,2
03e92962-0456-4743-bb4d-60557c041dfc,e1ab7e6c-e287-42e5-b5cd-fa7f3bb0e7ee,849e0450-45c7-4179-bdd7-3a1a4ff7fa12,1
03ec351a-4ceb-4b12-b24c-d62057a799cb,2102d9db-07dd-49ed-82d2-7dc9efa2da95,ad71ccb1-7d2a-4c81-9814-e8fd122dac8d,1
03efa30a-25cd-4e99-8bc4-bc1bc46e5270,525f0cf7-9b77-4106-9a23-dd4a797bbe2b,9ad101d3-1ac9-46b8-8dff-8e0123f24ca8,2
03f2e98f-6fb0-43da-ad39-f8fda2d0257b,bde06950-ca1f-45ee-9a45-05dd17fbef96,9329150f-4e1d-40a6-aea5-62813a2ed897,1
03f4c8e5-a32f-452b-90bd-cad71de57b64,9845d7a9-1a32-4b75-ab62-5ae59d4b902f,ae5298bc-a2b3-452a-ae6c-6da971ca6b16,2
03fbac4b-70ad-4186-8bf5-c127e701e0af,446c5e3e-56fb-4717-98e4-9b0c88ba5ec6,9f01b51e-70a1-48c0-805f-ef5d9822a207,1
03ffaae6-b4b4-471f-a893-2bb2c0d66b25,0f7755e6-1a7d-4c8d-806f-3115e2d0ec43,dbe9178e-854a-41a1-95e0-ac539c1b890d,2
0401aa01-38b3-453f-a8b2-bef309108353,3b1a2000-97ee-4d61-b2b3-f4ebc8768a63,6865f5ab-6df6-4330-a5af-44953c4ee81d,1
04e24dd5-5f3e-4f9b-beb6-20aed74e20d8,8c2bec0f-91b6-4b8b-a823-a19ab7660651,e760e5ee-d1d1-47d1-9567-dd07ab61284e,1
04e54b80-4133-4ff6-a973-3f24e89be0c5,4faa6c12-2d2a-4231-b2fd-9e6e8e90a489,fb9f9f59-56a0-4150-b078-2e5555d6e9b2,1
04e95a1a-0905-41ed-a20a-6cc720151b1f,29a93f2d-f032-4428-9ae4-3769c62d4d8e,6865f5ab-6df6-4330-a5af-44953c4ee81d,1
04f06d77-dead-4205-b408-43d025b01feb,c830e9b6-9826-4a49-845b-bfba48700f43,1fb43600-f614-4f85-987e-45dd8ac07055,2
04f2b7dc-b91e-41ac-a253-dc839bfb6ae2,d8c1ce37-94de-483c-8d97-17eb5a212a6c,c7356614-219a-495e-92a3-d1ce839d4d40,3
04fb0381-085a-46fb-83ec-718f869bfc57,da0aa832-2c15-47ec-9d70-57f2bf2f2d95,95730aa7-5541-4de0-905d-95ea72e70962,1
0502cd67-b16f-4e92-a2e8-a645a537d21a,a7d24913-39da-4875-bd3e-a48ba77798b0,fd0d9231-ce5e-4c5d-8058-3b5c27db7cb7,1
050385b6-7875-4894-b014-74e5aea19c2c,96ce25e2-14ef-487a-a467-bb6e74e34107,0a2fba04-6c56-4fac-abff-0fd09f360317,2
05038fc7-356f-415b-812c-87899e959c56,f9298a0b-b644-40fe-b1b9-e9439649f69b,26a1c0af-9644-4e29-a955-9839e96b19ed,1
0508b763-37f6-4b80-ba9f-407d2f262a75,88e386d2-c97e-4103-8ab7-08ca796d6037,69aedc5b-7ce5-4b1a-ba84-82784ec43486,1
050a9e6f-586a-46ca-ad02-ea7618bb50d4,4e0faa72-869f-430b-b959-5b1d8d158848,61dfc02d-6540-43e8-bca0-d97a353ba67e,4
0510483a-3d06-4fea-80fd-ba3efb5a331d,5a21ff28-ea75-4428-94e6-d8fa86585173,d36b125f-ce46-4e04-b853-f92fbb836daa,1
0512399d-e141-4f9d-81ec-67b86c187f2d,423b5305-45be-4720-83ba-e0259f0924f7,203c0818-0ac2-4209-941a-6e34e30e38b8,1
05142b7a-67f1-458d-a6f4-338b1d2e068d,0e417fd9-065f-4176-84b1-40e4a7cacecd,5775c919-e04c-4000-939b-55abae34833b,3
05156961-e0a2-4e33-a807-ba33e305c1c5,7adbd01b-998f-4491-b0de-2a731b53559d,aca6c442-78e3-4a5a-a4b8-b14fe2a607fe,1
05161936-9bdf-4a17-b8e5-93dd3c2a2af9,c5d32533-a81e-4c3d-b041-313a05d00780,9a688335-4b00-40dd-9572-4eb7bc9dc173,1
0516c8cf-5fec-4a3a-aa3e-67a9a72382bf,3fc9b777-005c-4528-b7ff-cf43131f29e1,8b067f31-b1a0-4577-a846-fe1dc179756c,2
0517a3fc-e6c0-4276-a45c-0b8d9a6e8cab,21943e98-8d76-4e0c-b801-b696cddf1874,0e04128e-a6aa-4c84-990f-d1e657e8dd0e,3
05211db9-2c6b-454a-9a65-e53158979ab3,f8a7f766-77f7-41b5-8d25-fb197cc4aba6,15200e46-bef3-4c92-96d9-f4b4d5350962,1
0527fae4-3130-4fcb-8c12-9758b367bfcb,f844ea84-8129-4083-8418-b9ac0bd027c9,f575a5d9-ee3f-4a11-83bc-404fa4b6a356,3
05287d58-e95b-4d61-a237-aa8e2eed7569,157ddb0f-e33c-48ae-831e-81e99496fb63,0961870c-0a02-49ef-a566-734221427d7e,1
0529f436-3c65-4070-9b6b-010f31e2c8fc,7bd0e6b2-9608-43d8-9174-6ad2b3fe0dfb,48f810f9-53d3-499f-957a-e27bd40da5fc,2
0531c3bc-5fb2-4cbd-b9ab-e17265572a09,d907e853-83ee-43ee-953f-2020e6eefe51,f2e110e9-2185-48de-9e01-ac11cdda31c5,1
