'0c2a57ac-8c0d-43e4-8a71-47d0b5c2e840' , '大功率低速大扭矩矿用隔爆型永磁同步电动滚筒研究与应用' , '在工业电力拖动系统中，带式输送机传动方式是电动机-联轴器（或液力耦合器）-减速器-滚筒，其根据电动机、联轴器、减速器布置在滚筒内、外，分为内置式与外置式。外置式滚筒配置在生产中应用广泛，存在传动效率较低、运行维护工作量大、成本高、设备布置所需空间大等缺点；内置式滚筒称为电动滚筒，应用比较广泛，但也存在应用范围上受限问题如：功率较低（90KW以下）、因结构问题冷却困难、传动效率较低等缺点。所以我国矿山胶带运输系统迫切需要安全、节能、高性能的新一代永磁滚筒驱动技术，实现矿山胶带运输系统驱动装备的升级换代。' 
'bf8a435a-c3f0-44f5-9ac3-22c50ca7336d' , '锂电池技术在铁路养护机械上的应用' , '希望将锂电池技术应用到铁路养护机械领域，如：道床捣固机械、道床螺栓板手、钢轨钻孔机械等。目前正在研究开发锂电螺栓板手，已投入120万元。希望锂电池研究生产单位，进一步研究开发重量轻、体积小、蓄电量大、一次充电工作时间长的锂电池产品，并帮助企业做为动力应用到产品上。' 
'762deb60-f981-4cb6-ae0d-3aa9b605773e' , '面向提高典型生态设施寿命的技术与管理模式研究' , '已完成国内外典型生态设施的调研报告，目前需解决设施覆盖材料及填料的选取，如何提高生态设施寿命的技术问题。' 
'9a7a44f9-fcc1-4a5a-8fca-9d0a829ac31e' , '工业副产石膏制备高强石膏技术研究及关键装备研制' , '随着国家加快发展循环经济，落实节约资源和保护环境基本国策，切实提高工业副产石膏综合利用水平，有力促进了工业副产石膏综合利用产业发展。现阶段，普通建筑石膏的生产已经达到规模化，生产工艺及工业化规模生产设备趋于完善，在消耗副产石膏方面有很大贡献，但随着经济的发展和社会的进步，市场上对高强石膏的需求越来越大。作为一种重要的工业原料，目前国内α高强石膏主要用于配制陶瓷模具石膏、精密铸造石膏、玻璃纤维增强石膏制品、工艺美术石膏制品、医用石膏、石膏地面自流平砂浆等领域。\n现阶段，工业化生产α高强石膏粉存在诸多的问题：\n一、利用工业副产石膏工业化生产α高强石膏工艺还不成熟。\n二、工业化生产α高强石膏设备投资巨大，但生产过程控制措施少，产能过低，生产成本过高，产品质量波动大，投资回报率太低，阻碍了α高强石膏工业化的发展，既而也影响了高强石膏在更多领域的应用。\n三、工业化生产α高强石膏的核心设备技术不成熟，生产过程耗能大，越来越不能适应新形势下节能、环保、利废、节省、高效、竞争的要求。\n综上所述，解决上述问题，必须在工业化生产α高强石膏生产工艺和核心控制装备上加大研究和研发的力度，最终解决工业化生产α高强石膏生产中的瓶颈。' 
'c42fe676-00dd-47f8-8bc1-05d389ff5735' , '垃圾焚烧炉用长寿命耐火材料的研发与应用' , '回转窑式垃圾焚烧炉是一种焚烧处理医疗垃圾和工业废弃物的设备，垃圾焚烧炉内温度通常在1400-1600℃，局部达1700℃；炉内与热面区接触的熔渣包含 Na2O、K2O、Cl-、F-等，碱度0.3-1.5。\n目前，垃圾焚烧炉使用的耐火材料主要有高铬、镁铬、铝铬、高铝、碳化硅等材质，但由于受炉内气氛不断变化、炉渣内钙硅比的不确定性及垃圾种类的多变性，使得以上性能较好的材料很难达到其预期的使用效果。 因此，亟需研发具有优良的抗熔渣侵蚀、渗透性，高强度，耐冲刷，耐磨损以及良好的抗热震性能的功能性耐火材料，通过功能耐火材料、新技术产品和专利结构的组合优化，优化该系统耐火材料内衬配置，解决垃圾焚烧炉系统关键部位和易损部位耐火材料现有问题，使之各个部位耐火材料内衬使用寿命基本同步，减少停窑检修次数，有效延长窑炉使用寿命，提高窑炉生产作业率，降低能源消耗，提高资源综合效率。\n目前公司已经针对垃圾焚烧炉研发了第一代抗侵蚀耐火浇注料，并进行了现场工业化试验，但由于垃圾种类繁多，不同厂家垃圾来源不同，造成各个厂家的工况条件也千差万别，因此对材料的性能提出了更高的要求，需要研发具有优良的抗酸碱侵蚀、渗透性能，同时具有良好的热震稳定性能。' 
'4d1e10d6-c573-4a52-84ae-f49a693f1885' , '高效固液分离机' , '       我公司需求一种高效固液分离机，主要针对养殖场水泡粪的固液分离，目标是降低分离后液体的含固率。我公司研发有二级分离式、振动筛式和挤压式等几种分离形式，效果均不太理想，出现了液相中含固率高和处理效率低等情况。希望能解决上述问题。     \n      ' 
'c56552cf-2805-4094-888b-670104e08954' , '石灰回转窑用碱性耐火材料的研发' , '活性石灰回转窑主要应用于焙烧钢铁厂、铁合金厂用的活性石灰。 \n节能环保型活性石灰回转窑煅烧系统主要设备包括竖式预热器、转运溜槽、回转窑、燃烧装置、竖式冷却器、脉冲袋式除尘器等设备，整套系统设备操作可靠，自动化程度和劳动生产率高，产品质量好。目前国内采用回转窑生产活性石灰的生产企业众多，年产20万吨以上的200余条生产线，其中30万吨以上的有80余条生产线。\n在该生产系统中，回转窑是核心设备。回转窑系统生产是处于高温条件下动态运转、物料冲刷等多个因素的复杂环境条件，内衬耐火材料常发生开裂、剥落、侵蚀严重等问题，严重影响了设备的作业率。目前存在着使用寿命短、频繁停炉维修等问题。\n目前使用情况较好的是采用镁铝尖晶石小砖砌筑，但小砖砌筑结构，容易发生掉砖，导致塌窑现象，造成回转窑停产，甚至重大安全事故。而且小砖砌筑窑皮温度较高，热损失大，严重浪费能源，增加了生产成本。\n因此，如能研发耐石灰侵蚀的碱性耐火浇注料，采用新型综合砌筑方式，可有效解决目前石灰回转窑耐材使用寿命短、窑皮温度高等技术难题。\n目前公司已针对现场工况条件进行了新产品的研发工作，并进行了工业化应用，但相比碱性定型制品而言，碱性耐火浇注料存在着原料水化，高温体积稳定性差、抗热震性能差等技术难题以及现场施工控制问题。\n    需要研发碱性浇注料，替代需高温烧制的碱性定型制品，节能降耗，同时能够降低白灰窑外壁温度，有助于白灰回转窑系统节能减排。' 
'd7668309-10c6-420f-b5a9-cc5a9a1d6bec' , '守护蓝天碧水净土系列高端智能机械装备' , '守护蓝天碧水净土系列高端智能机械装备，包括以下三个方面：\n一、守护蓝天高端机械装备有智能旋风透气袋除尘器、钢塑弹性骨架透气袋振荡除尘器等，该装备有机的把多种除尘设备有机的组合成为一体，高效节能。\n二、呵护碧水家庭节水装置，现在家庭冲洗马桶的水95%以上都是可饮用水直接冲走，据核算每年冲洗马桶用水约11吨，我国现有人口接近14亿人，合计每年浪费水资源154亿吨，南水北调每年供水448亿吨，所以马桶冲走了三分之一。\n保卫净土高端智能机械装备，一种无需热源的高效节能矿渣脱水装置。\n该项目目前已经开始申报专利，开始制造样机，现在继续投入资金做批量生产和推广销售。\n需求一：出售技术或者技术入股\n需求二：金融机构投资\n需求三：企业合作制造' 
'1a1b2e19-a70e-4a61-8d92-492543be7e82' , '建筑垃圾资源化全产业链高效利用关键技术研究与应用' , '需求内容：1）研究模块化装备的渣土分离和均匀给料功能。主要针对建筑垃圾来料中的渣土，研制低能耗、高效分离装备，以及均匀给料装备的选型及性能参数的优化。\n（2）主要研究破碎装备、筛分装备、分选装备、运输装备等单体之间的相互影响\n关系，根据整个模块化装备的需求调整各类装备参数。研究装备能耗、产率等参数的匹配度的影响因素和影响方式，研究模块化装备与产品方案间的匹配程度的决定因素以及调整方法。\n（3）研究针对不同类别的建筑垃圾模块化专用装备的工艺优化技术。主要研究不\n同功能模块中必要装备的组成、装备组合原则、装备组合顺序等，研究装备优化组合提高模块化装备整体性能，增强整个模块化装备的适应性和产能。\n（4）研究再生骨料制备系统的伺服功能。研究必要的单体设备和模块化组合常见\n故障的传感装置、故障自诊断、排除装置设计、故障的排除方法的优化等。有效解决生产线中堵料、卡料等难题。\n预期目标：针对目前建筑垃圾组成成分不确定性大、资源化处置生产线的工艺优化数据和最优匹配技术匮乏、装备成套化水平低、连续稳定生产困难等问题，通过工艺试验和设备改进，借助计算机辅助设计，建立基于建筑垃圾理化特性不确定性的模糊控制理论和方法，构建模块化工艺及装备优化技术体系，实现国产化成套设备的高效率、低成本、满负荷连续生产。\n通过模块化集成创新专用破碎分选设备，研究装备接口技术、物流平衡技术、生产线工艺与产品方案的优化技术、以及保证稳定运行的伺服系统，实现再生骨料选择或混杂破碎分选，通过减少破碎和分选环节实现建筑垃圾低能耗、低成本、高效利用。该创新点具备方法特征，属前沿技术。' 
'59cc834d-7948-4bd7-946a-9b5999a5a774' , '5t/h高盐废水浓缩零排放技术' , '需求内容及合作目标：\n（1）拟解决的技术(项目)问题\n大型工业烟气二氧化硫排放标准要求愈加严格，而烟气湿法脱硫技术系统产生的脱硫废水含有高浓度的悬浮物、高氯根、高含盐量、高浓度重金属，对环境污染性极强，不符合国家对于大气环境保护和水环境保护的相关政策，寻找燃煤电厂脱硫废水的零排放技术成为行业内迫切解决的问题。\n（2）预计解决的方向、方式\n以高盐废水浓缩回收处理技术为方向的脱硫废水零排放，可以替代湿法脱硫技术，使各项排放物指标达到标准，亦可以通过回收电厂低品质热源或废热并循环利用，达到以废制废。\n现有工作基础:\n针对该项目我公司组织了欧洲科学院院士 Riffat 教授、英国诺丁汉大学袁一军教授及浙江大学低温研究所团队对脱硫废水深度处理进行了研发，并取得了重大突破。' 
'3c3fd212-88d8-4851-8d8d-ddc8ab344a2d' , '高分子除尘除雾器技术应用项目' , '需求内容及合作目标：\n（1）拟解决的技术(项目)问题\n目前典型的烟尘超低排放路线主要有：以湿式电除尘技术作为二次除尘的超低排放技术路线、以湿式脱硫协同除尘作为二次除尘的超低排放技术路线和以超净电袋复合除尘为基础不依赖二次除尘的超低排放技术路线，且根据实际运行状况，其都实现了烟尘的超低排放，但现有组合技术最大的问题是能耗较高，并且这一问题短期内无法解决。从长远来看，开发新型的低能耗、高效能的除尘技术代替现有组合技术势在必行。\n（2）预计解决的方向、方式\n目前正在研发的高分子除尘除雾器技术设备属于静态分离设备，其内部流场及性能采用CFD软件进行计算，同时运用专有软件对旋风分离装置的切割粒径进行计算设计，可以保证旋风分离装置的性能。\n现有工作基础:\n公司与浙江大学、昆明理工大学等高等院校建立了长期技术战略合作关系，拥有实力雄厚的技术团队和经验丰富的推广团队\n' 
'6525e5f3-142d-4074-85f0-2967096549d4' , '一种中药浸泡罐的改进' , '对实用新型专利的技术进行改进和提高，主要是设计制作一种能够连续生产的流水生产线，并用于半夏的炮制加工。' 
'7dc91f2b-813f-40f4-8ae1-70f0f4997e89' , '研发一种锅坯全自动抛光机' , '（1）技术需求情况。①目的：采取机械替代人工，减少劳动强度，提高生产效率，降低生产成本，促进产业升级转型。②难点：压铸锅坯标准化程度相对低，各种锅型设备兼容性低，研发经费投入杯水车薪，单个企业难以维系。③工作原理：以砂带和磨轮（千叶轮、麻轮、布轮等）为磨具，针对铸铁锅构造特点，采用全程跟踪恒压力（气动）磨削技术，实现工件内外表面均匀磨削抛光。\n（2）预期要达到的技术经济指标。1台设备换5个人工。加工效果，表面粗糙度：Ra≤0.2（镜面），抛磨效率100只/h，运行噪音dB(A):≤80\n（3）已投入资金100 多万元，样机处于验证阶段。目前需要设备自动化控制，机械设计制造专业专家，参与调试试验，攻克技术难点。' 
'724808f9-1905-4c81-a5af-ceccd5e91942' , '生活垃圾三相同步处理技术' , '本企业在研发生活垃圾终端分选及处理技术过程中遇到如下难题：\n1、由于生活垃圾成分复杂，导致现有分选技术成本高、效果差；\n2、现有技术对垃圾分选产生的固、液、气三废都是分别处理，成本很高；\n3、现有垃圾能源利用方式以焚烧发电为主，成本高、环境风险大。\n本企业对解决上述技术难题要求达到的目标：\n1、在垃圾分选过程中实现所产三废同步处理；\n2、分选出的塑料已清洗干净的，可直接用于造粒出售；\n3、分选出的其余可燃物进行能源利用，用于生产自用电力及热能；\n所产固废全部资源化利用、零填埋。' 
'38e0274c-67a4-4a27-a929-6a130be0537b' , '可食用餐具的研发' , '       在当前经济快速发展的条件下，餐饮行业迅速发展，餐具的需求也成了一项重要的经济发展因素。人们的环保观念在不断提升，低碳生活已经成为一种时尚，可食用餐具的研发就顺应了这一潮流，在低碳环保的同时，还节约原材料。在我国可食用餐具目前基本上处于了解阶段，还没有落实到实践基础上，餐饮行业需要这样一项有卖点又盈利的商品，但是目前没有形成专业的生产企业，国家现在大力倡导环保及相关企业的发展，出台了很多优惠政策，这对可食用餐具的未来发展做了很好的铺垫，减少了很多的阻碍。\n      麸皮，作为小麦加工的副产品，价格低廉，面粉厂家经常发愁销不出去，既占压仓库又担心其变质污染环境。其实，麸皮富含蛋白质、脂肪、糖类、纤维素、维生素，且矿物质含量比面粉高,我国麸皮资源丰富且原料来源广，成本低，如多层次加以综合开发利用，必将有广阔前景，对面粉企业有很大的帮助，产生很多经济效益。\n      我们急需解决此技术难题，如何把农副产品经过深加工实现产品跨度增值。' 
'ae90b3ac-d723-4d0e-a579-947418ec669a' , '不锈钢和碳钢复合材料焊接方法' , '需求：不锈钢和碳钢复合材料焊接方法\n预期目标：解决焊接时碳原子渗透到不锈钢表面的问题\n现有基础：正在试验阶段\n' 
'900c8966-c896-4c49-98d3-d299132f7b94' , '高氨氮+高有机磷废水治理' , '难题：（1）工艺复杂；（2）去除率低；（3）操作维护复杂；（4）运行费用高；（5）一次投资高。\n达到目标：（1）提高去除率（达到一级A排放标准）；（2）简化操作、维护；（3）降低运行费用' 
'b827a8e8-56aa-4107-8543-c36e5633b3e3' , '空气悬架结构设计及生产制造' , '乘用车、商用车底盘及驾驶室空气悬架用空气弹簧的结构设计（悬架动力学分析、空气弹簧刚度CAE分析）、以及空气弹簧新型生产工艺的运用（硫化成型、装配成型）。' 
'4106258f-5101-45e4-be0e-a9d84c027a7a' , '电加热低温污泥干化处理' , '针对污泥干化处理的成本高、操作难、异味难处理等方面，常规方式是加热脱水，我公司以往采用燃烧热源，将高温热风引入滚筒式烘干机内与污泥直接接触，脱水干燥。由于近期越来越高的节能环保要求，污泥干化的热源不能采用有污染排放的煤炭，以电或气为热源，设备运行成本太高，不符合节能要求，导致多处项目搁置。而且高温加热后污泥散发异味难处理，污染严重。希望通过环保电能或电磁加热方式，直接传导热量给污泥，加速污泥的干化过程，并严格控制温度，在低温状态下将污泥干化，减少异味排出。' 
'442d186e-2b8f-40fb-bb97-af45a4527e6a' , '喷漆工艺智能化改造' , '喷漆工艺智能化，达到无人化或少人化操作' 
'3777aa73-8ff5-4ff2-9290-515e3cf15024' , '电炉炼钢专用石墨电极抗氧化剂项目' , '该项目主要是针对石墨电极在电弧炉炼钢、炼硅、炼刚玉等条件下易氧化这一问题，而研制的能够保护石墨电极在高温高氧分压条件下，减缓氧化速度、延长石墨电极使用寿命的一种高性能石墨电极专用抗氧化剂。目前需要解决的问题是如何增强该抗氧化剂的导电性能。该抗氧化剂是液体状，无毒无害，采用涂刷的方法对石墨电极进行抗氧化处理。抗氧化剂无需烘干，在自然条件下可自行固化。' 
'68492bf3-d32c-4391-8517-13912bb65244' , '赤泥处理需求' , '\n    1、寻找新的的赤泥处理方法，实现赤泥的综合利用，为公司经营成本及环保压力减轻负担；\n2、赤泥中其他稀有金属如：钪、铷、铯、镓等提取和回收利用。' 
'c10c6415-32f8-4750-a024-617ffd31688f' , '一种钛材+碳钢的焊接技术' , '1、实验基础：公司年设计生产能力为30000吨爆炸焊接金属复合材料。现拥有爆炸场地10000㎡,配套控制室、掩体、炸药库、仓库1500㎡；标准化的生产厂房15000㎡；办公配套设施6000㎡；国内最先进的生产设备及理化检测设备30余台。公司始终坚持科技与生产并重，在从事爆炸焊接金属复合材料生产的数年中，神州重工积攒了大量的原料、产品技术数据，科研投资力度也在逐年加大，为科技人员的科研活动提供了先进的平台。\n 2、科研基础 ：公司以“国家高新技术企业”、“河南省企业技术中心”、“河南省爆炸焊接工程技术研究中心”为依托，中心拥有研发能力强、技术水平高、工程化实践经验丰富的相关行业及同行业认可的、具有高级职称的科研人员6人，相对固定和具有较高水平的工程技术研究和工程设计人员20多人、专家和博士6人。经过多年的努力，我公司已取得了多项研究成果，公司已申报授权国家发明专利8项，并与2019年3月主导修订行业标准。\n3、爆炸焊接后的钛钢复合材料一旦有缺陷，无法修补，寻求一种钛材+碳钢的焊接技术。' 
'4e459ad6-c4c6-4004-a6c3-c5710eff013b' , '免清扫防渗透气砖的研制' , '（1）拟解决技术难题\n           目前，目前，炼钢厂使用的透气砖为狭缝型透气砖，狭缝尺寸为0.1～0.25mm，在吹氩和“烧氧反吹”过程中钢水和钢渣极易渗入狭缝，使得后续生产中氩气流量达不到设计要求，从而影响钢水精炼的顺利进行。为解决上述问题，我公司研制了一种“免清扫防渗透气砖”，透气部件中均布着大量相互连通的微气孔，可从根本上避免钢水和钢渣的渗透，从而做到了透气砖免于或间歇式轻扫，大幅度降低劳动强度，透气砖的侵蚀速率大幅下降，寿命大幅提高。但在生产和使用过程中也存在少量缺点。\n           第一，主要原材料（白刚玉、板状刚玉等）紧张，并且环保大趋势下，原料质量也不稳定。\n           第二，使用过程要求较苛刻，尽量减少清扫次数。\n （2）解决方向\n           需要多家优质原材料合格供应商，使产品质量稳定，透气量合格，透气砖耐侵蚀，减少清扫次数，致使产品寿命大幅提高。\n现有工作基础：\n         公司拥有“洛阳市耐火材料企业研究中心”和“洛阳市吹氩透气元件工程技术研究中心”，自主研发了“免清扫防渗透气砖”，拥有1项发明专利和2项实用新型专利，此外有两条生产线，已经产业化生产。\n        ' 
'971b0506-6743-444b-b1e3-96ccd9789ec3' , '废矿物油分子蒸馏基础油后的分子渗滤膜精制' , '废矿物油分子蒸馏后的毛油，不精制容易变质变色。目前普遍采用的方法是酸碱白土精制、溶剂精制、加氢精制。酸碱白土精制，污染严重，国家已命令禁止，溶剂精制成本高，也有一定污染，加氢精制投资大，只适应大规模生产。分子渗滤膜精制，从理论上是可行的，洛阳德正也进行了实践应用，投资小，效果好，没有污染，基础油回收率高。但渗滤膜制作还存在技术瓶颈。目前洛阳德正废弃资源再利用有限公司已经初步解决这一问题，但渗滤膜的稳定性还有待于进一步提高，耐久性还有待于进一步加强，离投入实际规模化生产还有一定距离，希望在基础油精制渗滤膜的制作方面得到专家的具体指导。' 
'27f6836a-55ec-4934-aa12-52a69996282c' , '废矿物油分子蒸馏基础油后的脱硫工艺' , '废润滑油分子蒸馏后的毛油，含硫量比较高，有的在1000ppm以上，低的也有600ppm多，如果这些基础油制作成润滑油，遇到高温，对设备有一定的腐蚀性。现在中石化已经开始要求把基础油的硫含量降到300ppm以下。目前，小规模的脱硫方法有碱液中和法、双氧水氧化法、加氢法。碱液中和法，废碱液会形成新的污染，脱硫效率低，双氧水氧化法，规模化生产安全难以控制，加氢法投资过大，不适应中小企业。希望得到专家的指导' 
'a4493d4e-389a-4946-b917-00da0872bf13' , '电热电器智能化信息化技术 ' , '需求内容：\n采用物联网技术，实现电热电器的终端智能化控制。\n预期目标：\n1、通过先进组网技术、软件编程技术、无线电通讯技术联合实现电热电器的智能化、信息化控制。\n现有工作基础：\n本项目目前已开发出控制软件，获得一项软件著作权。\n' 
'ef48717a-46b6-48d9-b487-e13622648f68' , '关于自动化装夹高密度超重产品的研究' , '因产品太重，在磨削加工时员工劳动强度大，怎么能够实现一次装夹，自动完成产品磨削工序' 
'8a1aa4df-dd5b-4e49-98ec-9da0883cea75' , '气溶胶激光雷达中试与转化项目' , '本公司气溶胶激光雷达项目产品是利用雷达对大气气溶胶等物理学信息进行探测，目前是采用模拟AD的数据采集系统。在利用雷达对低空大气进行探测时，自近地面到30km高度回波信号强度变化幅度极大，可跨越5-7个数量级。单纯的工作于模拟AD或光子计数PC模式的数据采集系统，由于能够采集的信号动态范围常不超过4而无法实现30km回波信号的同时有效采集。由于本公司的研发需求，现需要能够同时工作于模拟AD与光子计数PC模式下的光子计数采集系统。需求的基本功能指标如下：\n1、三通道16位采集系统可同时工作在模拟AD与光子计数PC模式下，采样率分别为20MHz和250MHz。\n2、三通道16位采集系统数据存储深度64K，采样高度64K，高度分辨率7.5m（50ns）。\n3、配备电源接入230V/110V，50/60Hz市电，提供最多6通道的+5.4V、-5V和+15V电源供应。\n4、以太网实现采集系统与计算机的通信，可同时最多读出6通道采集数据。\n' 
'f38a8744-b801-4fb8-9a86-7f4582f447c9' , '服装工序编排系统的优化' , '需求内容：\n服装生产是一个传统行业也是一个时尚行业，充满全球竞争性，服装产品的生产过程通常分为四个部分：设计、裁片、缝制、熨烫/打包，其中最重要的操作流程是缝制，它通常包括大量的人工操作。而随着人工成本的增加及机器人辅助生产还不能在服装生产行业广泛应用，所以为减少生产成本及缩短生产周期，其中最关键一步是缝制。缝制线包括一系列预先定义好序列的特定任务的工作站，缝制流水线中的装配线平衡规划的目标是将不同的任务分配给工作站，工作站上的车种可以平衡加载执行分配的任务。通常一个或几个任务会被分配到一个工作站上，任务分配时考虑操作者的技能等级及任务的重新分配。目前服装生产中生产线编排基本上是人工操作，由于现场IE（Industrial Engineering, 工业工程）人员拥有不同的工作经验、偏好，并不能保证每位现场IE人员分配的结果均是相同的，也即很大程度上不能保证生产线的平衡性能。目前国内外对于装配线平衡问题（ALBP, Assembly Line Balancing Problem）研究的较多，研究领域主要聚集在机械、电子等行业，且95%以上是理论研究，而实际解决的主要是针对单模型在给定生产周期最小化工作站的问题，并没有形成一个实用的方法。服装生产线平衡问题实质上也是ALBP，目前国内外对于服装生产线平衡研究时，工作站上被分配任务的加工时间是固定的。实际情况下，由于每个员工的操作车种的技能不同，工作站上被分配任务的加工时间会随着操作员工的不同而有所变化或变化很大。而且目前的研究主要考虑的是主流工序的编排平衡，而在实际情况下，辅流工序的加工也可能成为生产线的瓶颈。\n工序编排时如何能够考虑所有的工序，考虑员工技能特征，使用进化算法如GA、Tabu算法结合Pareto等实现工序编排的基础数据生成，并根据生产线类型不同，自动化选择优化算法从而完成工序编排工作。\n预期目标：使用进化算法或人工智能相关技术实现工序编排的多目标优化，如机器、员工的负载均衡，瓶颈工时最短等\n工作基础：已完成服装工序人工编排的信息化，有一定的算法基础' 
'95730aa7-5541-4de0-905d-95ea72e70962' , '高密度聚乙烯绿色环保塑化工艺研究' , '需要开发高密度聚乙烯塑化新工艺，使塑化过程更加环保，提高塑化后表面光洁度和护套防腐耐久性能。公司具有30多年的缆索生产历史，是我国最早从事专业化缆索制造的企业。自主创新设计的缆索自动化生产线，居国内外领先水平。其中：产品研发实验室可对各种拉索原材料进行综合性能检测，拥有各种钢材，HDPE材料专业检测试验设备20余台；成品拉索检测试验方面：用于产品预拉检验的张拉台座为2500吨级，可以满足我国在建桥梁最大规格缆索的检验要求；用于科研实验的检测专用台座为国内同行业最大的试验台座，张拉吨位高达4500吨。公司拥有专业技术人员48人，其中高级工程师10名，中级职称12名 ，技师4名。' 
